DEPARTURES_PERFORMED,DISTANCE,AIR_TIME,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,DATA_SOURCE,FUEL_CONSUMPTION
26,1640,5505,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10849,BZN,"Bozeman, MT",622,6,DU,7319
26,1701,5245,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15084,SXM,"Philipsburg, Sint Maarten",622,3,IU,7319
26,1715,5428,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10411,AUA,"Aruba, Aruba",888,6,IU,5732
26,1840,6718,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14262,PSP,"Palm Springs, CA",888,2,DU,5732
26,2012,6294,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15513,UVF,"St. Lucia, Saint Lucia",614,9,IU,5578
26,4395,12179,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10920,CDG,"Paris, France",359,5,IU,12787
26,4395,12248,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10920,CDG,"Paris, France",624,4,IU,11684
26,4401,12463,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10292,AMS,"Amsterdam, Netherlands",339,4,IU,12125
26,4614,12817,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11760,FRA,"Frankfurt, Germany",696,9,IU,12324
26,4653,13964,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11988,GRU,"Sao Paulo, Brazil",624,10,IU,11684
26,4653,14048,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11988,GRU,"Sao Paulo, Brazil",624,9,IU,11684
26,4755,12901,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13560,MXP,"Milan, Italy",359,10,IU,12787
26,4914,13645,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15566,VCE,"Venice, Italy",626,10,IU,11023
27,153,837,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11996,GSP,"Greer, SC",614,4,DU,5578
27,192,924,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10868,CAE,"Columbia, SC",888,10,DU,5732
27,214,1143,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10693,BNA,"Nashville, TN",698,1,DU,5234
27,259,1150,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",699,2,DU,6336
27,259,1236,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",608,12,DU,4850
27,271,1400,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14193,PNS,"Pensacola, FL",699,1,DU,6336
27,302,1286,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13422,MOB,"Mobile, AL",614,8,DU,5578
27,302,1409,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13422,MOB,"Mobile, AL",614,2,DU,5578
27,317,1246,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13577,MYR,"Myrtle Beach, SC",694,2,DU,5291
27,317,1332,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13577,MYR,"Myrtle Beach, SC",699,6,DU,6336
27,331,1312,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11641,FAY,"Fayetteville, NC",698,10,DU,5234
27,331,1318,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11641,FAY,"Fayetteville, NC",698,2,DU,5234
27,357,1498,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14574,ROA,"Roanoke, VA",694,11,DU,5291
27,377,1442,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12323,ILM,"Wilmington, NC",608,2,DU,4850
27,404,1661,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13204,MCO,"Orlando, FL",687,6,DU,12566
27,447,1839,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11066,CMH,"Columbus, OH",699,8,DU,6336
27,453,1892,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12992,LIT,"Little Rock, AR",694,4,DU,5291
27,481,1740,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14524,RIC,"Richmond, VA",614,1,DU,5578
27,534,2046,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12264,IAD,"Washington, DC",888,5,DU,5732
27,534,2068,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12264,IAD,"Washington, DC",888,8,DU,5732
27,534,2159,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12264,IAD,"Washington, DC",694,7,DU,5291
27,577,2113,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10821,BWI,"Baltimore, MD",699,10,DU,6336
27,581,2231,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11697,FLL,"Fort Lauderdale, FL",623,9,DU,8598
27,581,2239,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11697,FLL,"Fort Lauderdale, FL",623,5,DU,8598
27,694,2608,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11003,CID,"Cedar Rapids/Iowa City, IA",698,9,DU,5234
27,746,2677,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",888,4,DU,5732
27,760,2740,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",721,9,DU,5732
27,760,2916,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",721,8,DU,5732
27,765,2948,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10408,ATW,"Appleton, WI",608,2,DU,4850
27,813,2971,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",694,8,DU,5291
27,813,3149,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",694,9,DU,5291
27,954,3721,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11775,FSD,"Sioux Falls, SD",698,2,DU,5234
27,954,3767,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11775,FSD,"Sioux Falls, SD",698,3,DU,5234
27,961,3189,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10785,BTV,"Burlington, VT",608,2,DU,4850
27,1005,3538,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11868,GCM,"Grand Cayman, Cayman Islands",888,4,IU,5732
27,1027,3308,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14321,PWM,"Portland, ME",699,2,DU,6336
27,1085,4409,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13514,MTY,"Monterrey, Mexico",698,1,IU,5234
27,1104,3831,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14153,PLS,"Providenciales, Turks and Caicos Islands",622,12,IU,7319
27,1134,4068,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10846,BZE,"Belize City, Belize",614,8,IU,5578
27,1352,5348,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13502,MTJ,"Montrose/Delta, CO",614,1,DU,5578
27,1389,4644,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14739,SDQ,"Santo Domingo, Dominican Republic",614,6,IU,5578
27,1420,5290,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14677,SAL,"San Salvador, El Salvador",614,3,IU,5578
27,1557,5810,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14312,PVR,"Puerto Vallarta, Mexico",888,11,IU,5732
27,1557,5914,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14312,PVR,"Puerto Vallarta, Mexico",614,4,IU,5578
27,1701,5435,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15084,SXM,"Philipsburg, Sint Maarten",622,1,IU,7319
27,1720,5819,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14286,PTY,"Panama City, Panama",888,6,IU,5732
27,1969,7166,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11884,GEG,"Spokane, WA",888,2,DU,5732
27,2012,6448,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15513,UVF,"St. Lucia, Saint Lucia",614,10,IU,5578
27,2012,6621,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15513,UVF,"St. Lucia, Saint Lucia",614,8,IU,5578
27,2098,6612,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10711,BOG,"Bogota, Colombia",626,2,IU,11023
27,2355,7487,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15455,UIO,"Quito, Ecuador",626,2,IU,11023
27,3938,11171,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11435,DUB,"Dublin, Ireland",359,10,IU,12787
27,4335,12314,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13156,MAD,"Madrid, Spain",626,10,IU,11023
27,4395,12327,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10920,CDG,"Paris, France",359,10,IU,12787
27,4395,12439,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10920,CDG,"Paris, France",687,1,IU,12566
27,4395,12646,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10920,CDG,"Paris, France",339,8,IU,12125
27,4395,13174,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10920,CDG,"Paris, France",626,6,IU,11023
27,4502,15249,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12173,HNL,"Honolulu, HI",687,11,DU,12566
27,4584,12736,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10517,BCN,"Barcelona, Spain",359,10,IU,12787
27,4614,13316,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11760,FRA,"Frankfurt, Germany",696,2,IU,12324
27,4614,13670,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11760,FRA,"Frankfurt, Germany",696,4,IU,12324
27,4653,14391,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11988,GRU,"Sao Paulo, Brazil",687,4,IU,12566
27,4797,13755,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13518,MUC,"Munich, Germany",624,10,IU,11684
27,5701,15790,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10394,ATH,"Athens, Greece",359,10,IU,12787
27,7153,25256,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12277,ICN,"Seoul, South Korea",359,11,IU,12787
27,7153,25362,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12277,ICN,"Seoul, South Korea",359,2,IU,12787
28,106,747,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10980,CHA,"Chattanooga, TN",698,12,DU,5234
28,152,839,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15412,TYS,"Knoxville, TN",694,4,DU,5291
28,152,986,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15412,TYS,"Knoxville, TN",608,1,DU,4850
28,250,1288,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15624,VPS,"Valparaiso, FL",608,2,DU,4850
28,302,1338,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13422,MOB,"Mobile, AL",614,7,DU,5578
28,302,1426,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13422,MOB,"Mobile, AL",614,4,DU,5578
28,317,1379,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13577,MYR,"Myrtle Beach, SC",699,7,DU,6336
28,331,1393,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11641,FAY,"Fayetteville, NC",694,6,DU,5291
28,352,1627,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11973,GPT,"Gulfport/Biloxi, MS",614,2,DU,5578
28,352,1657,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11973,GPT,"Gulfport/Biloxi, MS",614,1,DU,5578
28,356,1614,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14492,RDU,"Raleigh/Durham, NC",699,4,DU,6336
28,357,1555,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14574,ROA,"Roanoke, VA",694,6,DU,5291
28,357,1618,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14574,ROA,"Roanoke, VA",694,8,DU,5291
28,366,1645,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11252,DAB,"Daytona Beach, FL",614,6,DU,5578
28,399,1575,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13795,OAJ,"Jacksonville/Camp Lejeune, NC",608,2,DU,4850
28,432,1874,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12339,IND,"Indianapolis, IN",614,2,DU,5578
28,447,1757,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11066,CMH,"Columbus, OH",614,1,DU,5578
28,447,1845,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11066,CMH,"Columbus, OH",608,2,DU,4850
28,448,2081,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10781,BTR,"Baton Rouge, LA",608,1,DU,4850
28,453,1809,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12992,LIT,"Little Rock, AR",698,8,DU,5234
28,453,2015,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12992,LIT,"Little Rock, AR",694,2,DU,5291
28,534,2061,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12264,IAD,"Washington, DC",694,3,DU,5291
28,534,2062,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12264,IAD,"Washington, DC",614,2,DU,5578
28,554,2187,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11042,CLE,"Cleveland, OH",698,12,DU,5234
28,606,2667,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13930,ORD,"Chicago, IL",699,2,DU,6336
28,669,2601,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13342,MKE,"Milwaukee, WI",614,12,DU,5578
28,669,2601,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13342,MKE,"Milwaukee, WI",622,5,DU,7319
28,694,2759,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11003,CID,"Cedar Rapids/Iowa City, IA",698,10,DU,5234
28,694,2827,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11003,CID,"Cedar Rapids/Iowa City, IA",614,2,DU,5578
28,696,3126,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12191,HOU,"Houston, TX",608,2,DU,4850
28,721,3174,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11259,DAL,"Dallas, TX",698,2,DU,5234
28,739,2810,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",16271,YYZ,"Toronto, Canada",698,12,IU,5234
28,739,2821,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",16271,YYZ,"Toronto, Canada",698,8,IU,5234
28,760,2817,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",721,11,DU,5732
28,813,3054,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",694,7,DU,5291
28,821,3162,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13871,OMA,"Omaha, NE",694,8,DU,5291
28,946,3314,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",622,9,DU,7319
28,954,3608,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11775,FSD,"Sioux Falls, SD",694,6,DU,5291
28,954,3832,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11775,FSD,"Sioux Falls, SD",698,1,DU,5234
28,1005,3576,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11868,GCM,"Grand Cayman, Cayman Islands",614,2,IU,5578
28,1005,3688,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11868,GCM,"Grand Cayman, Cayman Islands",614,12,IU,5578
28,1104,3827,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14153,PLS,"Providenciales, Turks and Caicos Islands",614,2,IU,5578
28,1134,4268,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10846,BZE,"Belize City, Belize",614,2,IU,5578
28,1180,4025,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12693,KIN,"Kingston, Jamaica",614,4,IU,5578
28,1340,5555,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12094,HDN,"Hayden, CO",614,1,DU,5578
28,1340,5617,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12094,HDN,"Hayden, CO",614,2,DU,5578
28,1389,4865,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14739,SDQ,"Santo Domingo, Dominican Republic",888,7,IU,5732
28,1420,5512,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14677,SAL,"San Salvador, El Salvador",614,5,IU,5578
28,1469,5991,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11874,GDL,"Guadalajara, Mexico",614,1,IU,5578
28,1557,6201,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14312,PVR,"Puerto Vallarta, Mexico",614,3,IU,5578
28,1640,6469,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10849,BZN,"Bozeman, MT",699,2,DU,6336
28,1715,5721,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10411,AUA,"Aruba, Aruba",888,2,IU,5732
28,1720,5901,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14286,PTY,"Panama City, Panama",888,2,IU,5732
28,1838,6832,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10713,BOI,"Boise, ID",888,4,DU,5732
28,1838,7073,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10713,BOI,"Boise, ID",888,2,DU,5732
28,1840,6926,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14262,PSP,"Palm Springs, CA",888,4,DU,5732
28,1947,6519,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",626,7,DU,11023
28,1947,7012,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",622,10,DU,7319
28,1947,7174,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",888,4,DU,5732
28,1947,7222,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",622,11,DU,7319
28,1947,7314,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",359,1,DU,12787
28,1947,7614,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",721,2,DU,5732
28,1969,7272,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11884,GEG,"Spokane, WA",888,12,DU,5732
28,2012,6528,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15513,UVF,"St. Lucia, Saint Lucia",614,2,IU,5578
28,2012,6545,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15513,UVF,"St. Lucia, Saint Lucia",614,1,IU,5578
28,4431,15775,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13830,OGG,"Kahului, HI",687,2,DU,12566
28,4502,14905,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12173,HNL,"Honolulu, HI",687,7,DU,12566
28,4502,15438,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12173,HNL,"Honolulu, HI",359,2,DU,12787
28,4502,16069,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12173,HNL,"Honolulu, HI",687,12,DU,12566
28,4614,13674,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11760,FRA,"Frankfurt, Germany",696,10,IU,12324
28,4614,13699,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11760,FRA,"Frankfurt, Germany",696,8,IU,12324
28,4694,14425,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14717,SCL,"Santiago, Chile",359,2,IU,12787
28,4694,14748,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14717,SCL,"Santiago, Chile",359,4,IU,12787
28,4797,14418,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13518,MUC,"Munich, Germany",626,2,IU,11023
28,4999,15892,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11625,EZE,"Ezeiza, Argentina",624,2,IU,11684
28,5844,17398,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13043,LOS,"Lagos, Nigeria",696,2,IU,12324
28,5844,18333,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13043,LOS,"Lagos, Nigeria",696,6,IU,12324
28,6882,23746,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12169,HND,"Tokyo, Japan",359,2,IU,12787
28,8433,24594,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12520,JNB,"Johannesburg, South Africa",359,2,IU,12787
29,106,751,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10980,CHA,"Chattanooga, TN",698,2,DU,5234
29,134,857,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10599,BHM,"Birmingham, AL",614,5,DU,5578
29,151,936,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12217,HSV,"Huntsville, AL",614,4,DU,5578
29,153,896,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11996,GSP,"Greer, SC",614,5,DU,5578
29,214,1157,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10693,BNA,"Nashville, TN",694,4,DU,5291
29,223,1134,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15249,TLH,"Tallahassee, FL",614,4,DU,5578
29,259,1283,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",608,2,DU,4850
29,302,1497,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13422,MOB,"Mobile, AL",614,3,DU,5578
29,304,1413,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12945,LEX,"Lexington, KY",614,7,DU,5578
